t x
-2.229618810205368895e+00 -7.907136389150937195e-01
-2.223329335423406938e+00 -7.945483039124437985e-01
-2.217039860641445870e+00 -7.983515386744057807e-01
-2.210750385859483913e+00 -8.021231927550439567e-01
-2.204460911077522400e+00 -8.058631169576692121e-01
-2.198171436295560888e+00 -8.095711633407440821e-01
-2.191881961513599375e+00 -8.132471852237330712e-01
-2.185592486731637862e+00 -8.168910371929054559e-01
-2.179303011949676350e+00 -8.205025751070875728e-01
-2.173013537167714837e+00 -8.240816561033643683e-01
-2.166724062385753324e+00 -8.276281386027312115e-01
-2.160434587603791812e+00 -8.311418823156935254e-01
-2.154145112821830299e+00 -8.346227482478172366e-01
-2.147855638039868786e+00 -8.380705987052263772e-01
-2.141566163257906830e+00 -8.414852973000502834e-01
-2.135276688475945761e+00 -8.448667089558177246e-01
-2.128987213693983804e+00 -8.482146999128024056e-01
-2.122697738912022736e+00 -8.515291377333111811e-01
-2.116408264130060779e+00 -8.548098913069260840e-01
-2.110118789348099266e+00 -8.580568308556876245e-01
-2.103829314566137754e+00 -8.612698279392307921e-01
-2.097539839784176241e+00 -8.644487554598649925e-01
-2.091250365002214728e+00 -8.675934876676012486e-01
-2.084960890220253216e+00 -8.707039001651275534e-01
-2.078671415438291703e+00 -8.737798699127284907e-01
-2.072381940656329746e+00 -8.768212752331536741e-01
-2.066092465874368678e+00 -8.798279958164293424e-01
-2.059802991092406721e+00 -8.827999127246197730e-01
-2.053513516310445652e+00 -8.857369083965292988e-01
-2.047224041528483696e+00 -8.886388666523559188e-01
-2.040934566746522627e+00 -8.915056726982837354e-01
-2.034645091964560670e+00 -8.943372131310273199e-01
-2.028355617182599158e+00 -8.971333759423141263e-01
-2.022066142400637645e+00 -8.998940505233181675e-01
-2.015776667618676132e+00 -9.026191276690339604e-01
-2.009487192836714620e+00 -9.053084995825966264e-01
-2.003197718054753107e+00 -9.079620598795461461e-01
-1.996908243272791594e+00 -9.105797035920355498e-01
-1.990618768490829860e+00 -9.131613271729833725e-01
-1.984329293708868347e+00 -9.157068285001691565e-01
-1.978039818926906834e+00 -9.182161068802739967e-01
-1.971750344144945322e+00 -9.206890630528631325e-01
-1.965460869362983809e+00 -9.231255991943123629e-01
-1.959171394581022296e+00 -9.255256189216779505e-01
-1.952881919799060562e+00 -9.278890272965093500e-01
-1.946592445017099049e+00 -9.302157308286043147e-01
-1.940302970235137536e+00 -9.325056374797074943e-01
-1.934013495453176024e+00 -9.347586566671510777e-01
-1.927724020671214511e+00 -9.369746992674380381e-01
-1.921434545889252998e+00 -9.391536776197677572e-01
-1.915145071107291486e+00 -9.412955055295032514e-01
-1.908855596325329751e+00 -9.434000982715812222e-01
-1.902566121543368238e+00 -9.454673725938634865e-01
-1.896276646761406726e+00 -9.474972467204297866e-01
-1.889987171979445213e+00 -9.494896403548133135e-01
-1.883697697197483700e+00 -9.514444746831766109e-01
-1.877408222415522188e+00 -9.533616723774293034e-01
-1.871118747633560453e+00 -9.552411575982868719e-01
-1.864829272851598940e+00 -9.570828559982708095e-01
-1.858539798069637428e+00 -9.588866947246497130e-01
-1.852250323287675915e+00 -9.606526024223210891e-01
-1.845960848505714402e+00 -9.623805092366334302e-01
-1.839671373723752890e+00 -9.640703468161506695e-01
-1.833381898941791377e+00 -9.657220483153545754e-01
-1.827092424159829642e+00 -9.673355483972901903e-01
-1.820802949377868130e+00 -9.689107832361495420e-01
-1.814513474595906617e+00 -9.704476905197969572e-01
-1.808223999813945104e+00 -9.719462094522336448e-01
-1.801934525031983592e+00 -9.734062807560026620e-01
-1.795645050250022079e+00 -9.748278466745341486e-01
-1.789355575468060344e+00 -9.762108509744296114e-01
-1.783066100686098832e+00 -9.775552389476862558e-01
-1.776776625904137319e+00 -9.788609574138614766e-01
-1.770487151122175806e+00 -9.801279547221766197e-01
-1.764197676340214294e+00 -9.813561807535594594e-01
-1.757908201558252781e+00 -9.825455869226277228e-01
-1.751618726776291046e+00 -9.836961261796101086e-01
-1.745329251994329534e+00 -9.848077530122080203e-01
-1.739039777212368021e+00 -9.858804234473957928e-01
-1.732750302430406508e+00 -9.869140950531599676e-01
-1.726460827648444996e+00 -9.879087269401780613e-01
-1.720171352866483483e+00 -9.888642797634357162e-01
-1.713881878084521970e+00 -9.897807157237834552e-01
-1.707592403302560236e+00 -9.906579985694317081e-01
-1.701302928520598723e+00 -9.914960935973847755e-01
-1.695013453738637210e+00 -9.922949676548137310e-01
-1.688723978956675698e+00 -9.930545891403677050e-01
-1.682434504174714185e+00 -9.937749280054242185e-01
-1.676145029392752672e+00 -9.944559557552775653e-01
-1.669855554610790938e+00 -9.950976454502660218e-01
-1.663566079828829425e+00 -9.956999717068376610e-01
-1.657276605046867912e+00 -9.962629106985544380e-01
-1.650987130264906400e+00 -9.967864401570343258e-01
-1.644697655482944887e+00 -9.972705393728327206e-01
-1.638408180700983374e+00 -9.977151891962614538e-01
-1.632118705919021640e+00 -9.981203720381462974e-01
-1.625829231137060127e+00 -9.984860718705224070e-01
-1.619539756355098614e+00 -9.988122742272691479e-01
-1.613250281573137102e+00 -9.990989662046814157e-01
-1.606960806791175589e+00 -9.993461364619808940e-01
-1.600671332009214076e+00 -9.995537752217638072e-01
-1.594381857227252564e+00 -9.997218742703887218e-01
-1.588092382445290829e+00 -9.998504269583003978e-01
-1.581802907663329316e+00 -9.999394282002936896e-01
-1.575513432881367804e+00 -9.999888744757140513e-01
-1.569223958099406291e+00 -9.999987638285974256e-01
-1.562934483317444778e+00 -9.999690958677468489e-01
-1.556645008535483266e+00 -9.998998717667488823e-01
-1.550355533753521531e+00 -9.997910942639262055e-01
-1.544066058971560018e+00 -9.996427676622299252e-01
-1.537776584189598506e+00 -9.994548978290692665e-01
-1.531487109407636993e+00 -9.992274921960794254e-01
-1.525197634625675480e+00 -9.989605597588274710e-01
-1.518908159843713968e+00 -9.986541110764564078e-01
-1.512618685061752455e+00 -9.983081582712681756e-01
-1.506329210279790720e+00 -9.979227150282432568e-01
-1.500039735497829207e+00 -9.974977965944996638e-01
-1.493750260715867695e+00 -9.970334197786901997e-01
-1.487460785933906182e+00 -9.965296029503367681e-01
-1.481171311151944670e+00 -9.959863660391043982e-01
-1.474881836369983157e+00 -9.954037305340125430e-01
-1.468592361588021422e+00 -9.947817194825853138e-01
-1.462302886806059909e+00 -9.941203574899393214e-01
-1.456013412024098397e+00 -9.934196707178106767e-01
-1.449723937242136884e+00 -9.926796868835202625e-01
-1.443434462460175371e+00 -9.919004352588769446e-01
-1.437144987678213859e+00 -9.910819466690197199e-01
-1.430855512896252346e+00 -9.902242534911985805e-01
-1.424566038114290611e+00 -9.893273896534935385e-01
-1.418276563332329099e+00 -9.883913906334728106e-01
-1.411987088550367586e+00 -9.874162934567889405e-01
-1.405697613768406073e+00 -9.864021366957146375e-01
-1.399408138986444561e+00 -9.853489604676165525e-01
-1.393118664204483048e+00 -9.842568064333686584e-01
-1.386829189422521313e+00 -9.831257177957042348e-01
-1.380539714640559801e+00 -9.819557392975066801e-01
-1.374250239858598288e+00 -9.807469172200395935e-01
-1.367960765076636775e+00 -9.794992993811164617e-01
-1.361671290294675263e+00 -9.782129351332083944e-01
-1.355381815512713750e+00 -9.768878753614925747e-01
-1.349092340730752015e+00 -9.755241724818386473e-01
-1.342802865948790503e+00 -9.741218804387362651e-01
-1.336513391166828990e+00 -9.726810547031601306e-01
-1.330223916384867477e+00 -9.712017522703763062e-01
-1.323934441602905965e+00 -9.696840316576876839e-01
-1.317644966820944452e+00 -9.681279529021188379e-01
-1.311355492038982939e+00 -9.665335775580413680e-01
-1.305066017257021205e+00 -9.649009686947389586e-01
-1.298776542475059692e+00 -9.632301908939125967e-01
-1.292487067693098179e+00 -9.615213102471255047e-01
-1.286197592911136667e+00 -9.597743943531891198e-01
-1.279908118129175154e+00 -9.579895123154889003e-01
-1.273618643347213641e+00 -9.561667347392509564e-01
-1.267329168565251907e+00 -9.543061337287488399e-01
-1.261039693783290394e+00 -9.524077828844514926e-01
-1.254750219001328881e+00 -9.504717573001115749e-01
-1.248460744219367369e+00 -9.484981335597951757e-01
-1.242171269437405856e+00 -9.464869897348524574e-01
-1.235881794655444343e+00 -9.444384053808289048e-01
-1.229592319873482609e+00 -9.423524615343186195e-01
-1.223302845091521096e+00 -9.402292407097588844e-01
-1.217013370309559583e+00 -9.380688268961658860e-01
-1.210723895527598071e+00 -9.358713055538120384e-01
-1.204434420745636558e+00 -9.336367636108462431e-01
-1.198144945963675045e+00 -9.313652894598541954e-01
-1.191855471181713533e+00 -9.290569729543628474e-01
-1.185565996399751798e+00 -9.267119054052850302e-01
-1.179276521617790285e+00 -9.243301795773083418e-01
-1.172987046835828773e+00 -9.219118896852250833e-01
-1.166697572053867260e+00 -9.194571313902054621e-01
-1.160408097271905747e+00 -9.169660017960133969e-01
-1.154118622489944235e+00 -9.144385994451658117e-01
-1.147829147707982500e+00 -9.118750243150337553e-01
-1.141539672926020987e+00 -9.092753778138884524e-01
-1.135250198144059475e+00 -9.066397627768894019e-01
-1.128960723362097962e+00 -9.039682834620160756e-01
-1.122671248580136449e+00 -9.012610455459447723e-01
-1.116381773798174937e+00 -8.985181561198672950e-01
-1.110092299016213424e+00 -8.957397236852554512e-01
-1.103802824234251911e+00 -8.929258581495685965e-01
-1.097513349452290399e+00 -8.900766708219060019e-01
-1.091223874670328886e+00 -8.871922744086041535e-01
-1.084934399888366929e+00 -8.842727830087776519e-01
-1.078644925106405417e+00 -8.813183121098070449e-01
-1.072355450324443904e+00 -8.783289785827685936e-01
-1.066065975542482391e+00 -8.753049006778129693e-01
-1.059776500760520879e+00 -8.722461980194863296e-01
-1.053487025978559366e+00 -8.691529916019988811e-01
-1.047197551196597853e+00 -8.660254037844387076e-01
-1.040908076414636341e+00 -8.628635582859311981e-01
-1.034618601632674828e+00 -8.596675801807452943e-01
-1.028329126850713315e+00 -8.564375958933460042e-01
-1.022039652068751803e+00 -8.531737331933929580e-01
-1.015750177286790290e+00 -8.498761211906865620e-01
-1.009460702504828777e+00 -8.465448903300607508e-01
-1.003171227722866821e+00 -8.431801723862223374e-01
-9.968817529409053080e-01 -8.397821004585397375e-01
-9.905922781589437953e-01 -8.363508089657760713e-01
-9.843028033769822827e-01 -8.328864336407734159e-01
-9.780133285950207700e-01 -8.293891115250827673e-01
-9.717238538130592573e-01 -8.258589809635431545e-01
-9.654343790310977447e-01 -8.222961815988094614e-01
-9.591449042491362320e-01 -8.187008543658281789e-01
-9.528554294671747193e-01 -8.150731414862623092e-01
-9.465659546852132067e-01 -8.114131864628658652e-01
-9.402764799032516940e-01 -8.077211340738069678e-01
-9.339870051212901814e-01 -8.039971303669407598e-01
-9.276975303393282246e-01 -8.002413226540320279e-01
-9.214080555573667120e-01 -7.964538595049289738e-01
-9.151185807754051993e-01 -7.926348907416846945e-01
-9.088291059934436866e-01 -7.887845674326314782e-01
-9.025396312114821740e-01 -7.849030418864044734e-01
-8.962501564295206613e-01 -7.809904676459175077e-01
-8.899606816475591486e-01 -7.770469994822885029e-01
-8.836712068655976360e-01 -7.730727933887178160e-01
-8.773817320836361233e-01 -7.690680065743168425e-01
-8.710922573016746107e-01 -7.650327974578901014e-01
-8.648027825197130980e-01 -7.609673256616676928e-01
-8.585133077377515853e-01 -7.568717520049919045e-01
-8.522238329557900727e-01 -7.527462384979549670e-01
-8.459343581738281159e-01 -7.485909483349905136e-01
-8.396448833918666033e-01 -7.444060458884189657e-01
-8.333554086099050906e-01 -7.401916967019435134e-01
-8.270659338279435779e-01 -7.359480674841033521e-01
-8.207764590459820653e-01 -7.316753261016784027e-01
-8.144869842640205526e-01 -7.273736415730487348e-01
-8.081975094820590400e-01 -7.230431840615093586e-01
-8.019080347000975273e-01 -7.186841248685383876e-01
-7.956185599181360146e-01 -7.142966364270211255e-01
-7.893290851361745020e-01 -7.098808922944287447e-01
-7.830396103542129893e-01 -7.054370671459533337e-01
-7.767501355722514766e-01 -7.009653367675976465e-01
-7.704606607902899640e-01 -6.964658780492219980e-01
-7.641711860083280072e-01 -6.919388689775461954e-01
-7.578817112263664946e-01 -6.873844886291102796e-01
-7.515922364444049819e-01 -6.828029171631890826e-01
-7.453027616624434692e-01 -6.781943358146663714e-01
-7.390132868804819566e-01 -6.735589268868659163e-01
-7.327238120985204439e-01 -6.688968737443395929e-01
-7.264343373165589313e-01 -6.642083608056140731e-01
-7.201448625345974186e-01 -6.594935735358959938e-01
-7.138553877526359059e-01 -6.547526984397351590e-01
-7.075659129706743933e-01 -6.499859230536468857e-01
-7.012764381887128806e-01 -6.451934359386936046e-01
-6.949869634067513680e-01 -6.403754266730262712e-01
-6.886974886247898553e-01 -6.355320858443843646e-01
-6.824080138428278985e-01 -6.306636050425571405e-01
-6.761185390608663859e-01 -6.257701768518059149e-01
-6.698290642789048732e-01 -6.208519948432436042e-01
-6.635395894969433606e-01 -6.159092535671796265e-01
-6.572501147149818479e-01 -6.109421485454229472e-01
-6.509606399330203352e-01 -6.059508762635482659e-01
-6.446711651510588226e-01 -6.009356341631230114e-01
-6.383816903690973099e-01 -5.958966206338979221e-01
-6.320922155871357973e-01 -5.908340350059582136e-01
-6.258027408051742846e-01 -5.857480775418395513e-01
-6.195132660232127719e-01 -5.806389494286057218e-01
-6.132237912412512593e-01 -5.755068527698903313e-01
-6.069343164592897466e-01 -5.703519905779017574e-01
-6.006448416773277899e-01 -5.651745667653927940e-01
-5.943553668953662772e-01 -5.599747861375953262e-01
-5.880658921134047645e-01 -5.547528543841171444e-01
-5.817764173314432519e-01 -5.495089780708061200e-01
-5.754869425494817392e-01 -5.442433646315790741e-01
-5.691974677675202265e-01 -5.389562223602165636e-01
-5.629079929855587139e-01 -5.336477604021224730e-01
-5.566185182035972012e-01 -5.283181887460516313e-01
-5.503290434216356886e-01 -5.229677182158026794e-01
-5.440395686396741759e-01 -5.175965604618786298e-01
-5.377500938577126632e-01 -5.122049279531145638e-01
-5.314606190757511506e-01 -5.067930339682727992e-01
-5.251711442937896379e-01 -5.013610925876061941e-01
-5.188816695118276812e-01 -4.959093186843894219e-01
-5.125921947298661685e-01 -4.904379279164205463e-01
-5.063027199479046558e-01 -4.849471367174877923e-01
-5.000132451659431432e-01 -4.794371622888098372e-01
-4.937237703839816305e-01 -4.739082225904432399e-01
-4.874342956020201179e-01 -4.683605363326606708e-01
-4.811448208200586052e-01 -4.627943229672991654e-01
-4.748553460380970925e-01 -4.572098026790792913e-01
-4.685658712561355799e-01 -4.516071963768952813e-01
-4.622763964741740672e-01 -4.459867256850762463e-01
-4.559869216922125545e-01 -4.403486129346196321e-01
-4.496974469102510419e-01 -4.346930811543959772e-01
-4.434079721282890851e-01 -4.290203540623264145e-01
-4.371184973463275725e-01 -4.233306560565344157e-01
-4.308290225643660598e-01 -4.176242122064669493e-01
-4.245395477824045471e-01 -4.119012482439927125e-01
-4.182500730004430345e-01 -4.061619905544724962e-01
-4.119605982184815218e-01 -4.004066661678039596e-01
-4.056711234365200092e-01 -3.946355027494409806e-01
-3.993816486545584965e-01 -3.888487285913876934e-01
-3.930921738725969838e-01 -3.830465726031678786e-01
-3.868026990906354712e-01 -3.772292643027701509e-01
-3.805132243086739585e-01 -3.713970338075683886e-01
-3.742237495267124459e-01 -3.655501118252193482e-01
-3.679342747447509332e-01 -3.596887296445360760e-01
-3.616447999627889764e-01 -3.538131191263386710e-01
-3.553553251808274638e-01 -3.479235126942838985e-01
-3.490658503988659511e-01 -3.420201433256687684e-01
-3.427763756169044385e-01 -3.361032445422161286e-01
-3.364869008349429258e-01 -3.301730504008368872e-01
-3.301974260529814131e-01 -3.242297954843710861e-01
-3.239079512710199005e-01 -3.182737148923087123e-01
-3.176184764890583878e-01 -3.123050442314896924e-01
-3.113290017070968752e-01 -3.063240196067836818e-01
-3.050395269251353625e-01 -3.003308776117507573e-01
-2.987500521431738498e-01 -2.943258553192820703e-01
-2.924605773612123372e-01 -2.883091902722221822e-01
-2.861711025792508245e-01 -2.822811204739720803e-01
-2.798816277972888678e-01 -2.762418843790743761e-01
-2.735921530153273551e-01 -2.701917208837821271e-01
-2.673026782333658424e-01 -2.641308693166063426e-01
-2.610132034514043298e-01 -2.580595694288502773e-01
-2.547237286694428171e-01 -2.519780613851252959e-01
-2.484342538874813044e-01 -2.458865857538504174e-01
-2.421447791055197918e-01 -2.397853834977361487e-01
-2.358553043235582791e-01 -2.336746959642526655e-01
-2.295658295415967665e-01 -2.275547648760826436e-01
-2.232763547596352538e-01 -2.214258323215594348e-01
-2.169868799776737411e-01 -2.152881407450906448e-01
-2.106974051957122285e-01 -2.091419329375677205e-01
-2.044079304137507158e-01 -2.029874520267617166e-01
-1.981184556317887591e-01 -1.968249414677054054e-01
-1.918289808498272464e-01 -1.906546450330645903e-01
-1.855395060678657337e-01 -1.844768068034924047e-01
-1.792500312859042211e-01 -1.782916711579760616e-01
-1.729605565039427084e-01 -1.720994827641691705e-01
-1.666710817219811958e-01 -1.659004865687135344e-01
-1.603816069400196831e-01 -1.596949277875496231e-01
-1.540921321580581704e-01 -1.534830518962164991e-01
-1.478026573760966578e-01 -1.472651046201414182e-01
-1.415131825941351451e-01 -1.410413319249196329e-01
-1.352237078121736324e-01 -1.348119800065845642e-01
-1.289342330302121198e-01 -1.285772952818690362e-01
-1.226447582482501630e-01 -1.223375243784571853e-01
-1.163552834662886504e-01 -1.160929141252302482e-01
-1.100658086843271377e-01 -1.098437115425000693e-01
-1.037763339023656251e-01 -1.035901638322393875e-01
-9.748685912040411239e-02 -9.733251836830274228e-02
-9.119738433844259973e-02 -9.107102268664096778e-02
-8.490790955648108707e-02 -8.480592447550937274e-02
-7.861843477451957440e-02 -7.853747156566984189e-02
-7.232895999255806174e-02 -7.226591192058726132e-02
-6.603948521059654908e-02 -6.599149362662079521e-02
-5.975001042863503642e-02 -5.971446488321021512e-02
-5.346053564667352376e-02 -5.343507399305778838e-02
-4.717106086471201110e-02 -4.715356935230607255e-02
-4.088158608275005435e-02 -4.087019944071157429e-02
-3.459211130078854168e-02 -3.458521281181733964e-02
-2.830263651882702902e-02 -2.829885808311815437e-02
-2.201316173686551636e-02 -2.201138392622765949e-02
-1.572368695490400370e-02 -1.572303905704113339e-02
-9.434212172942491037e-03 -9.434072225896924374e-03
-3.144737390980978375e-03 -3.144732207736564839e-03
3.144737390980534286e-03 3.144732207736120749e-03
9.434212172942046948e-03 9.434072225896480285e-03
1.572368695490355961e-02 1.572303905704068930e-02
2.201316173686507227e-02 2.201138392622721887e-02
2.830263651882658493e-02 2.829885808311771028e-02
3.459211130078809759e-02 3.458521281181689555e-02
4.088158608275005435e-02 4.087019944071157429e-02
4.717106086471156701e-02 4.715356935230562846e-02
5.346053564667307967e-02 5.343507399305734429e-02
5.975001042863459233e-02 5.971446488320977103e-02
6.603948521059610499e-02 6.599149362662035112e-02
7.232895999255761765e-02 7.226591192058681723e-02
7.861843477451913031e-02 7.853747156566939780e-02
8.490790955648064298e-02 8.480592447550894253e-02
9.119738433844215564e-02 9.107102268664052369e-02
9.748685912040366830e-02 9.733251836830229820e-02
1.037763339023651810e-01 1.035901638322389573e-01
1.100658086843266936e-01 1.098437115424996252e-01
1.163552834662882063e-01 1.160929141252298041e-01
1.226447582482501630e-01 1.223375243784571853e-01
1.289342330302116757e-01 1.285772952818686199e-01
1.352237078121731884e-01 1.348119800065841201e-01
1.415131825941347010e-01 1.410413319249191888e-01
1.478026573760962137e-01 1.472651046201410019e-01
1.540921321580577263e-01 1.534830518962160828e-01
1.603816069400192390e-01 1.596949277875492068e-01
1.666710817219807517e-01 1.659004865687130903e-01
1.729605565039422643e-01 1.720994827641687264e-01
1.792500312859037770e-01 1.782916711579756175e-01
1.855395060678652897e-01 1.844768068034919883e-01
1.918289808498268023e-01 1.906546450330641462e-01
1.981184556317883150e-01 1.968249414677049891e-01
2.044079304137502717e-01 2.029874520267613003e-01
2.106974051957117844e-01 2.091419329375673042e-01
2.169868799776732970e-01 2.152881407450902285e-01
2.232763547596348097e-01 2.214258323215589908e-01
2.295658295415963224e-01 2.275547648760821995e-01
2.358553043235578350e-01 2.336746959642522214e-01
2.421447791055193477e-01 2.397853834977357323e-01
2.484342538874808604e-01 2.458865857538500010e-01
2.547237286694423730e-01 2.519780613851249074e-01
